date,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h
2004/12/30,866354,860106,857013,872902,906239,941599,1021385,1065856,1088373,1070996,1031546,1012152,980627,951433,952016,958191,1004724,1072692,1079515,1083627,1034861,981541,939941,861993
2004/12/31,820419,791832,786004,795769,821495,847297,891704,937620,970257,988750,970007,909335,853535,802120,791755,788783,827434,923245,912350,878763,850440,809433,772715,734408
2005/1/1,707495,682513,661547,647782,653483,666590,695312,710314,765612,794811,812106,792641,763544,723629,696897,683510,713786,825355,846414,821107,817723,791480,766260,725911
2005/1/2,697175,687239,687091,692180,696207,717914,755591,814786,890515,937765,934906,924255,919845,905326,878098,881073,921443,993154,1003551,996413,982938,939845,870055,821659
2005/1/3,790682,773679,764391,776075,803685,866444,975306,1033972,1003630,976725,947454,925121,900059,899590,871342,877227,909834,993624,1009270,1006202,967344,905359,843853,761023
2005/1/4,721352,691801,682960,677453,709171,771140,897225,957298,914020,899707,910043,902355,892066,848488,831376,819411,864107,944397,975847,965685,932395,886164,847947,789565
2005/1/5,758609,748589,741086,752907,772072,848511,966918,1033839,998500,1000511,1002351,1012074,978419,983439,1001518,1004084,1055314,1091018,1075928,1059850,1042056,1027485,963928,895813
2005/1/6,846728,839955,825022,835771,860929,926603,1026872,1099221,1068753,1014628,1004663,980708,971210,992565,982793,992361,1024560,1099202,1094426,1088621,1060851,1023754,944600,862992
2005/1/7,835760,819753,816356,823372,857868,918305,1043734,1107814,1076892,1052776,1035211,1005088,976403,970875,982978,993013,1026686,1100146,1091192,1085211,1041910,1009294,950511,874921
2005/1/8,832333,812274,800002,802422,805715,834917,869157,925254,986347,1039520,1047600,985620,920862,903136,882617,871496,907906,983041,992335,972595,956106,936106,883264,839446
2005/1/9,814482,800246,794797,804773,814683,839283,888652,955913,1026230,1046191,1027388,1006151,991221,977740,958638,953090,987482,1057056,1082570,1097259,1077687,1037379,981671,917681
2005/1/10,897626,887993,896644,913159,948672,1014858,1143205,1197209,1143447,1081303,1043037,994735,960457,944238,916558,921842,963665,1078894,1090120,1105712,1069738,1028210,953642,887588
2005/1/11,854138,855533,845312,856854,892680,967553,1076134,1133572,1104827,1076799,1062899,1036227,1021802,1004584,981374,975323,999123,1070710,1097586,1094507,1064163,999765,926281,857000
2005/1/12,818034,806007,806365,817891,861822,929650,1054881,1105546,1056645,1036685,1024613,993156,974910,951841,936858,925328,942671,1045006,1071188,1067450,1034372,990820,908761,841487
2005/1/13,800486,780739,785565,784947,815994,876408,1000273,1051256,1003496,929620,1021892,942814,913810,905850,881220,879558,900136,970049,987700,981323,957796,902375,831556,771795
2005/1/14,732518,703599,699699,690702,700350,764671,891862,966688,979614,988300,1010568,1002233,1001624,1018769,1019306,1008998,1045770,1115324,1123132,1098068,1082903,1040258,996984,956641
2005/1/15,917257,904246,917322,918885,931132,936587,981574,1048384,1099274,1161379,1160975,1135159,1073725,1030629,997424,988677,1020115,1098128,1117372,1107281,1086486,1021573,980368,925744
2005/1/16,893365,881076,888307,886750,903025,954020,1007532,1080918,1138811,1169094,1133904,1124003,1089714,1068054,1041349,1036548,1045262,1131549,1144432,1139513,1122555,1090789,1057938,1020603
2005/1/17,1001359,1013206,1031472,1038066,1097514,1164277,1232780,1306865,1322832,1323832,1319078,1315394,1309371,1314188,1287343,1302849,1352863,1476629,1505359,1493289,1496553,1459492,1387527,1325232
2005/1/18,1309493,1296066,1299763,1296618,1345350,1429877,1511868,1527552,1470066,1456490,1433767,1401544,1362807,1319100,1288791,1281694,1318854,1415767,1425554,1435381,1419521,1407010,1368130,1308793
2005/1/19,1291902,1278088,1265175,1275813,1287511,1328500,1401060,1433245,1386878,1370998,1367989,1353130,1315337,1288690,1257611,1252173,1284202,1387236,1370297,1349912,1321384,1277202,1200502,1120047
2005/1/20,1084659,1060378,1052628,1054078,1083044,1155083,1265240,1305969,1266215,1239790,1192962,1159186,1139897,1133999,1120829,1119651,1157506,1245494,1270370,1267525,1247885,1185945,1129617,1052201
2005/1/21,1007569,975848,971455,993752,1059929,1151984,1262884,1349424,1303767,1271659,1236966,1209441,1161286,1133747,1115257,1120430,1156068,1266366,1320045,1335310,1320574,1303974,1265491,1209552
2005/1/22,1166768,1145251,1141192,1130595,1146268,1174934,1225166,1288896,1335010,1370642,1385098,1383351,1397166,1363098,1295889,1233648,1239070,1326774,1321390,1269642,1231475,1192554,1144136,1107860
2005/1/23,1074310,1086618,1132795,1177325,1200561,1263803,1324492,1377073,1437020,1468071,1463466,1423451,1380565,1344010,1313779,1293106,1306434,1368596,1408922,1399915,1391421,1383298,1340680,1276978
2005/1/24,1263034,1259085,1282594,1294665,1345357,1404450,1472541,1500137,1475165,1425859,1425574,1412859,1395715,1383043,1354315,1342991,1345054,1423463,1434185,1422485,1376310,1318541,1242158,1164437
2005/1/25,1137633,1113514,1111637,1117434,1138181,1192228,1274396,1302827,1300228,1259238,1206853,1183828,1140086,1112824,1102951,1109367,1139178,1224880,1252622,1268401,1232563,1197328,1121685,1056857
2005/1/26,1008691,997172,997362,1002548,1027532,1095082,1187401,1235949,1192296,1167523,1130554,1077728,1024981,1009039,987569,999941,1038678,1132799,1162586,1169095,1156669,1107512,1062898,997123
2005/1/27,984290,985177,1016721,1046768,1104992,1211381,1365033,1440911,1363203,1324515,1294229,1246892,1229002,1197035,1167787,1166953,1208349,1316441,1385260,1401960,1413638,1380817,1310296,1246250
2005/1/28,1245589,1245111,1263708,1277523,1327523,1415872,1499490,1533745,1462803,1409934,1364889,1305527,1237397,1195620,1157088,1148022,1198027,1303531,1353149,1351330,1340925,1315795,1272584,1221843
2005/1/29,1188068,1191124,1198488,1206297,1230899,1266259,1330125,1382006,1403788,1347484,1262029,1223689,1154152,1116464,1112659,1130640,1161551,1227337,1246309,1230666,1197431,1175115,1111220,1047850
2005/1/30,1009737,989301,978217,970416,981090,998213,1026614,1070171,1137556,1178499,1176907,1169886,1139809,1104728,1074968,1077809,1099930,1170514,1210933,1216889,1187871,1148517,1112959,1064260
2005/1/31,1051627,1048780,1058627,1078686,1126862,1200198,1317403,1382284,1331119,1266894,1201565,1153750,1119855,1074009,1033424,1066261,1094589,1201091,1270756,1283350,1263762,1225162,1160971,1101575
2005/2/1,1079250,1079846,1094110,1098973,1133790,1212685,1311368,1338420,1266242,1185946,1119714,1075284,1023234,992689,979348,986491,1042722,1143781,1245178,1254372,1249887,1218465,1163651,1096442
2005/2/2,1081568,1084840,1092199,1107909,1169884,1251888,1367832,1383830,1297878,1236444,1166773,1124503,1079228,1049037,1024419,1027524,1066593,1167001,1230436,1223800,1213978,1158066,1099625,1024566
2005/2/3,994076,975694,990724,992691,1029192,1086023,1208378,1250645,1218990,1194130,1195653,1179118,1174126,1167333,1147527,1144478,1183821,1259946,1294312,1268664,1244601,1171852,1117287,1043914
2005/2/4,1015189,1000219,996007,1013584,1037575,1087534,1183270,1226594,1229959,1196878,1130590,1087332,1045158,1012528,999268,978000,1006982,1075442,1132116,1131132,1112172,1089403,1050234,985916
2005/2/5,959509,926131,929270,933954,945449,986901,1023231,1089945,1105629,1080899,1028307,974405,928897,885491,853026,847259,850928,919266,975875,986505,992009,972256,949189,903407
2005/2/6,887935,883702,893342,908488,922518,964797,1008361,1081514,1097890,1071416,1018006,955214,912430,875591,842681,839299,865748,940590,987369,978457,974701,962950,940508,896324
2005/2/7,859011,859050,868679,887048,933118,1011630,1152259,1210740,1148165,1081021,1018681,1016002,973957,935045,906204,887844,901449,986072,1063970,1066564,1048122,993219,940463,875941
2005/2/8,839564,833504,848570,861647,884112,972653,1082479,1128417,1088147,1047440,992998,951470,928459,904723,897854,882939,897650,960213,1033726,1017301,988111,935017,859544,802953
2005/2/9,788426,773318,774873,777417,806494,889959,1011887,1034907,995387,940781,874394,868476,846674,835342,828985,834602,846775,944069,1011524,1008456,988040,925972,873710,796530
2005/2/10,778925,774337,775862,777003,811376,895048,1034924,1078144,1058000,1033668,1032196,1026767,1023789,1021027,1033220,1044882,1101771,1179783,1279392,1277752,1277292,1218754,1158308,1075634
2005/2/11,1066750,1049661,1057959,1070000,1112770,1192620,1313771,1330080,1274817,1225123,1208314,1178854,1142909,1111266,1118952,1066285,1081137,1103897,1220163,1211916,1211113,1170238,1105168,1030102
2005/2/12,989797,977167,961863,955944,964059,988736,1035601,1087656,1110715,1082393,1059319,1014660,980710,937903,866773,846776,849144,927824,1005528,1001180,978564,960722,922427,862273
2005/2/13,841175,837199,843325,847129,863852,898081,948160,1014054,1051983,1043927,997743,955232,934804,905998,885150,898076,932919,980960,1042440,1045336,1013072,976767,919234,867074
2005/2/14,837460,840938,847790,878093,917270,985668,1115049,1190617,1162184,1153178,1137689,1096487,1077004,1062595,1040452,1046570,1096100,1141520,1167597,1154154,1120070,1063575,977493,898098
2005/2/15,861535,848676,844427,854382,885178,960364,1090575,1130832,1086671,1031269,956236,926717,890297,866895,839017,829807,845130,918027,986919,988948,956479,915507,843505,767926
2005/2/16,755606,742381,768097,792401,820155,901899,1029312,1078010,1011713,967153,953247,941347,930395,932696,912310,914857,940928,1007508,1087580,1080355,1069534,1017656,966169,897790
2005/2/17,870634,868662,878702,889104,919972,1007289,1124611,1178128,1139228,1108409,1094778,1064636,1043828,1025552,1012116,995511,1038627,1117437,1198005,1203064,1176646,1128929,1057213,995078
2005/2/18,968961,975798,993571,1014230,1053972,1137931,1256973,1317781,1252905,1227387,1213865,1180555,1154755,1133975,1126395,1112304,1124463,1191031,1278296,1269929,1256410,1216431,1171646,1126196
2005/2/19,1097713,1088824,1092576,1103173,1124162,1177563,1230507,1284291,1269068,1228586,1168309,1117626,1056432,1007662,964115,947388,953851,1008406,1088848,1097010,1086013,1074125,1036440,992251
2005/2/20,968308,946317,937780,949078,952108,963970,988089,1047966,1087143,1080971,1054254,1012569,996946,994007,982130,989054,1018235,1063599,1102565,1119869,1099898,1048903,997566,935835
2005/2/21,903886,893896,886752,886697,910785,958940,1051824,1105990,1104312,1083336,1058874,1018603,967295,929673,876925,882123,914971,990234,1058883,1050382,1014881,970789,916229,836543
2005/2/22,819599,818554,814820,833527,865623,955000,1067449,1118779,1077736,1044534,1015334,911673,930129,925499,904374,979946,923152,985832,1068226,1075012,1052768,1006927,947284,878249
2005/2/23,851743,843702,844033,852641,890915,978591,1082112,1122678,1068811,1041266,1018403,1004349,974446,953592,933251,917054,939456,1020519,1116501,1137349,1131310,1081743,1025074,963436
2005/2/24,923220,915896,926040,954553,983491,966187,1124783,1193527,1280593,1219171,1237777,1234100,1228214,1229307,1222102,1209357,1239712,1287479,1305066,1245292,1214220,1185108,1118176,1049022
2005/2/25,1029108,1021589,1018259,1023928,1061449,1112644,1191063,1225455,1218742,1175143,1128307,1099777,1063702,1036022,1014805,1001894,1011639,1064729,1152736,1155463,1147163,1122667,1080987,1041851
2005/2/26,1016469,1007228,1017251,1034762,1050431,1073758,1128642,1172895,1180396,1154902,1091145,1050666,1008768,976174,945176,944467,957973,991202,1055070,1051723,1049449,1037700,994270,952820
2005/2/27,930037,924929,931649,946044,961609,999970,1052567,1114599,1130277,1114778,1084957,1037718,996900,970102,953462,948918,981633,1038338,1098147,1110201,1100286,1058033,1012235,953742
2005/2/28,938982,923850,918282,937785,973676,1039947,1132783,1200748,1210187,1230228,1237516,1228229,1222158,1221251,1213662,1207174,1222969,1248544,1275533,1262897,1203719,1157983,1089292,1036984
2005/3/1,1005447,985929,989321,994327,1024873,1095059,1127241,1145804,1130349,1107032,1118760,1114047,1097955,1083624,1069045,1083912,1120908,1155809,1217697,1210581,1190725,1148022,1106256,1033165
2005/3/2,1029820,1043816,1057333,1072299,1089225,1138125,1224149,1246143,1212015,1167627,1126721,1101727,1074406,1058506,1053070,1056700,1102541,1180129,1265853,1314362,1326529,1275800,1226148,1166876
2005/3/3,1146308,1129742,1137191,1153488,1192722,1230287,1301438,1316610,1250221,1203064,1163871,1170879,1137495,1121518,1090340,1082964,1094473,1164684,1254461,1282093,1269484,1240100,1178857,1119655
2005/3/4,1102335,1096708,1105583,1125461,1161704,1209781,1309871,1301330,1226138,1181658,1156757,1096817,1050470,1018199,987833,998553,1040535,1103184,1152231,1143448,1128373,1085840,1039847,974453
2005/3/5,946151,919817,917777,917894,927340,959845,1012808,1073718,1120008,1126571,1111624,1073335,1047255,1005429,979468,958671,956183,983348,1062001,1057471,1049521,1030144,998332,948632
2005/3/6,,,,,,,,,,,,,,,,,,,,,,,,
2005/3/7,,,,,,,,,,,,,,,,,,,,,,,,
2005/3/8,,,,,,,,,,,,,,,,,,,,,,,,
2005/3/9,,,,,,,,,,,,,,,,,,,,,,,,
2005/3/10,,,,,,,,,,,,,,,,,,,,,,,,
2005/3/11,,,,,,,,,,,,,,,,,,,,,,,,
2005/3/12,,,,,,,,,,,,,,,,,,,,,,,,
2005/3/13,856830,836322,832052,840410,852971,878908,898803,962613,1025503,1039637,1010441,966494,925751,885930,863070,842927,876296,928402,999076,1017178,1008750,969537,922450,860497
2005/3/14,830064,850037,858322,883647,928873,1009213,1139385,1173726,1125313,1097766,1048936,1037520,1009693,987648,956955,930730,942704,984332,1086753,1135155,1135803,1095427,1036388,986777
2005/3/15,941246,957327,966061,1000575,1039844,1122593,1231660,1229241,1150200,1096657,1067487,1035569,1021119,990976,962870,946055,951817,1001663,1095807,1131037,1122215,1092380,1035277,975576
2005/3/16,940005,934410,933705,949593,982691,1056442,1175255,1197612,1135104,1083876,1045387,1014043,980306,967163,967140,979393,1003780,1038240,1102748,1116933,1102867,1049953,980879,921974
2005/3/17,887696,870207,894010,904688,941224,1010168,1124463,1165225,1120332,1096913,1087426,1046181,1016963,956775,886313,879097,885919,930675,1012152,1043519,1060633,1012199,966515,943403
2005/3/18,922183,920592,923226,938183,986044,1066749,1200890,1207174,1113502,1048433,993061,951339,906374,879646,855078,849018,848479,877703,947269,974889,972417,945559,917844,873643
2005/3/19,841244,831766,839018,852284,876516,928226,972034,1023305,1017633,989918,929416,881876,850058,817023,797337,786421,805220,850948,897001,911551,891504,853780,815890,764754
2005/3/20,730298,711805,706938,701507,712803,749572,790918,853002,917710,917024,884226,853723,829284,814235,784653,780788,786639,823927,904018,943986,944608,903093,851551,799249
2005/3/21,777240,768544,783374,805792,845299,919472,1028589,1059004,1017930,1012688,971892,943941,920597,899998,890652,877655,880322,928570,1029159,1077494,1060946,1018178,965443,910754
2005/3/22,898202,896864,923650,949708,996006,1071242,1183312,1183568,1094072,1033437,995282,950024,926045,902129,882806,870104,874355,900580,976863,1010061,995479,947357,889019,819926
2005/3/23,789924,779488,772811,776343,811003,867929,975469,1030908,1013299,1024660,1031330,1028079,1026571,1013706,989938,998407,1033090,1064898,1111517,1105503,1074668,1018778,963587,895076
2005/3/24,860500,851069,849648,850432,879455,944650,1041864,1092931,1079490,1081776,1067189,1018962,981136,977115,958380,945217,960498,987527,1050107,1044545,1031735,991714,940251,873322
2005/3/25,823126,806290,811267,809739,837931,882173,950905,1000800,1000050,1008880,983038,977058,946482,931735,916908,913466,935910,966749,990746,982126,963954,912619,858736,795068
2005/3/26,767011,746032,735989,752731,771881,791305,844111,903078,963496,998719,989476,963524,935882,917325,899402,905851,915295,940835,965706,961908,940199,901946,863256,806147
2005/3/27,748892,728284,719187,725096,744640,778650,817695,868034,939476,971314,972274,958814,961476,938580,920910,905839,904938,910787,960345,961623,938431,886475,836993,774772
2005/3/28,758082,749906,754964,762568,792651,853183,947182,1019361,1046738,1083126,1090162,1083841,1064556,1042276,1018524,1009594,999344,1029394,1075232,1079587,1046954,991455,935152,861568
2005/3/29,819043,798461,802395,798492,826490,893541,991328,1035265,1012849,946446,909040,900544,875001,884161,864781,857793,878278,902819,961420,1010632,994165,927289,872017,798574
2005/3/30,768519,764199,753799,778419,814498,898154,999602,1022795,978497,929593,915591,937313,856269,832640,842613,829663,843179,863592,913344,978665,960777,918872,846338,776678
2005/3/31,747373,738382,739320,752485,788360,853910,964350,1004499,960935,933585,924244,904937,879377,885853,866951,872343,899277,947784,997651,1031389,992878,936750,855492,794190
2005/4/1,753656,734683,732746,745026,776638,854303,968454,991827,953672,923637,950146,817156,919096,794417,796001,799095,822883,873691,909861,910193,901842,868201,804222,746450
2005/4/2,709595,693347,684338,688108,698183,723647,776037,827414,880099,915392,913045,898818,884993,847126,843052,819241,847657,885999,919921,931703,920723,889483,853548,798632
2005/4/3,768985,763182,763082,775171,781169,791419,820196,876021,944445,983706,989710,995904,986075,950677,914795,904876,892931,883192,888810,938667,986405,969928,908410,835199
2005/4/4,799401,772625,769235,781846,824308,891274,970774,984358,936623,937182,949757,930173,915856,904687,874861,861519,861500,870964,884499,935328,994289,951032,881889,812977
2005/4/5,763287,743125,745146,761674,801798,880653,1017109,1063985,980644,927414,911923,884629,859547,850427,830992,807871,820707,834147,847643,886239,931603,896028,829060,732021
2005/4/6,699702,679567,667620,671404,695001,714063,821659,853382,821341,803523,797484,798804,793179,792782,795591,799228,793417,810140,810865,840788,891079,851093,762454,693048
2005/4/7,657482,657428,650624,645909,669279,728775,837086,890170,868579,854075,867157,875190,872117,853105,869239,848797,861082,861609,869668,912823,931023,883718,790488,700335
2005/4/8,662566,644828,637367,637249,654268,706125,825238,891041,858719,855493,870528,859828,845938,835952,826380,816463,811612,825759,822765,837767,877303,853338,797021,722154
2005/4/9,679516,646359,634211,633473,651569,685037,744723,801162,853886,847776,820923,797879,769259,751583,739480,731197,735915,736519,739765,753245,807202,771459,718844,672403
2005/4/10,631701,625876,624225,638256,649014,684525,718014,785781,829486,838509,812404,786523,759510,745158,721321,718269,726457,747538,752446,788684,872043,833710,760381,681175
2005/4/11,640986,633516,628188,642193,676036,756131,872986,928419,885577,885791,863671,861723,845894,850693,832848,810886,837280,864780,858872,898532,962153,907711,825882,749812
2005/4/12,707660,701706,695405,711720,746622,821015,964266,1003394,880232,942586,923547,902062,957459,886351,877756,885003,898477,937298,959809,1005820,1012298,956978,880436,792707
2005/4/13,748793,738682,715326,732439,767250,836666,923655,953116,938810,944155,925564,892026,881814,866429,848594,854401,856474,869440,875638,872999,921751,876558,847502,787074
2005/4/14,755524,760804,758869,773337,804571,882725,972292,995091,923490,938092,920967,897205,883319,863695,850978,847223,851416,853150,857038,898214,959478,925018,846562,766671
2005/4/15,731722,724190,722674,743180,778463,846239,979580,1026410,978426,969652,926268,906269,884368,876757,849954,839289,843553,844553,849480,876716,941196,924212,870379,810813
2005/4/16,776287,756828,770233,777586,795673,838335,894756,949623,959119,928810,895003,860769,820735,793676,766432,762983,760760,768610,773795,796049,847968,825529,781424,724358
2005/4/17,695157,678886,688316,705031,732777,752132,796316,850883,881497,873827,832828,786535,762674,752380,730428,729376,752858,763964,780590,805102,878466,826110,746803,677279
2005/4/18,632030,623093,615389,633668,656069,724950,853891,909182,879102,859332,863202,853382,842401,841403,832229,845106,858273,871496,873832,886815,960612,901199,807300,723645
2005/4/19,683355,654382,640202,643801,667740,742968,849191,902317,867911,871397,884653,879336,883104,903333,894500,880750,880561,879054,863126,865613,912693,873653,820170,732223
2005/4/20,695456,665232,646295,647984,668223,723766,838198,892426,864875,867075,884421,897497,903874,923378,918203,863571,863899,871275,887952,896615,945932,899450,848995,755341
2005/4/21,716823,694420,676160,664763,682144,734545,839189,871492,857198,857675,858082,852506,839057,844041,824353,818764,815886,829054,841422,866001,913562,867163,793583,714177
2005/4/22,663636,650729,646124,657309,674852,744293,847263,904896,872090,854798,882257,869610,842847,838069,836662,841255,859415,886893,886020,899460,905356,859934,812842,740252
2005/4/23,687694,671819,647421,646341,647926,666955,703383,767108,801387,838245,864477,818546,785784,774068,757300,761171,771279,770761,761871,783919,803511,786584,739362,688370
2005/4/24,674853,658450,651772,659510,673801,693831,735235,806576,866549,892925,883336,866865,834115,826458,809962,805903,817353,841720,874042,921089,962887,923525,867612,809897
2005/4/25,775436,764691,765838,775222,811374,882730,969971,998214,974201,978260,958050,943021,918420,897186,885749,862953,876355,875950,878544,894949,975267,944195,861539,780462
2005/4/26,753028,742283,745181,765390,798292,873831,981697,1014236,951574,909016,896252,866422,851335,842321,849353,844021,836698,852189,866984,913481,964710,902987,823557,744526
2005/4/27,703932,682645,670170,679631,706429,773408,871516,913663,891684,872350,858893,845720,833235,835355,829232,823574,831144,845987,851309,872144,929337,902646,822984,749053
2005/4/28,708041,700478,694393,704585,728154,812513,912782,968454,924484,904077,889608,876554,855199,847953,830067,819987,812522,825589,854318,880438,936777,900345,813045,732042
2005/4/29,686816,674033,664418,672332,687473,755372,838944,897473,891719,880878,860050,848736,838189,814783,809460,787136,796917,806622,815257,830035,853977,813253,774788,710312
2005/4/30,673487,648277,639870,638270,640587,660489,697071,741925,807944,841560,860788,833166,796436,769758,739984,737276,715277,748171,755886,759889,773082,746919,692912,644331
2005/5/1,593569,572084,563963,564829,573183,595429,628080,692807,764235,783858,782608,770339,743627,726279,710199,691855,704786,711284,740493,769242,854647,821994,755590,698816
2005/5/2,661957,658758,667544,680822,726304,806784,935324,1004783,964034,924402,899264,884592,881875,884758,892857,876857,874702,892421,916013,933618,975733,962178,898069,833165
2005/5/3,788657,793191,794315,803608,837270,926185,1038090,1077835,992051,957187,931636,912299,883224,870163,857011,843620,845166,860765,884976,914345,970537,924114,850930,787163
2005/5/4,754530,738918,742006,746806,781793,850548,972546,1003358,965977,928763,898371,867937,856631,853251,834154,833221,830456,843756,853815,876633,947591,908660,832848,768750
2005/5/5,744400,732515,738482,752110,789926,865045,984475,1020125,965914,910242,884867,855078,847090,850274,839232,836078,851062,855913,869501,903020,962783,920846,836343,762981
2005/5/6,726405,699571,704155,717005,738872,808386,927944,979964,956311,943484,925928,910014,891789,866337,858449,839466,850236,844566,848568,860761,914488,879310,832166,766815
2005/5/7,731959,709381,701767,707067,731917,762198,819699,864771,894412,893444,849216,807319,788316,771247,762942,752203,759430,755868,747836,765941,818101,791952,747050,691043
2005/5/8,615595,604279,598657,601742,613470,630621,670231,734518,780824,801214,801874,773979,748903,735408,725769,726861,736763,748759,755727,776156,851468,829975,764688,698511
2005/5/9,627556,617505,623929,607682,639044,707034,819019,877116,853546,831379,854383,877087,880973,886288,892479,901049,915273,927004,936079,939556,996259,975194,868799,764975
2005/5/10,709920,679360,673072,675820,698224,756403,857212,913680,883042,892860,895417,908381,923842,941916,936669,943975,967984,977449,972965,978087,1016272,989755,874224,790567
2005/5/11,716172,678919,670910,667793,670821,704337,788397,853862,827548,852367,871964,897067,906949,925063,941337,954890,977919,993420,993790,991947,1022367,989630,920718,830040
2005/5/12,761178,727987,707533,711619,719072,784520,883167,942359,940898,945010,949308,954954,949158,953885,937931,890912,899672,897528,928984,943230,978401,954737,862894,776991
2005/5/13,712306,686404,683496,684654,707364,772786,878638,925159,907717,901910,904433,917166,908889,966154,941772,950146,943101,941803,964774,964668,988780,974891,931410,830103
2005/5/14,763510,702013,695725,689294,693553,739130,781322,857752,914439,977864,983172,1001014,987247,1017934,1021615,1015073,1017962,1029133,1020038,1006274,1033381,989997,918892,806668
2005/5/15,746659,679320,696799,742086,565893,625084,674187,765224,855238,924639,944446,952976,952613,953016,962866,974494,980934,993276,1004870,1036422,1071519,1025746,928955,830667
2005/5/16,736034,698763,694711,696117,715255,789063,930154,1037957,1025771,1033871,1014217,1017235,1035315,1035834,1024605,1009388,1013967,1028205,1032008,1028920,1081557,1054096,944522,843005
2005/5/17,761058,719295,700187,713662,752165,843813,951903,1019345,996078,988568,991407,995947,987610,993543,993427,983985,1006642,1030181,1015631,1018692,1040659,1037134,957434,821646
2005/5/18,763045,743722,730208,723634,751875,859682,962108,1021966,1019856,1011403,1009994,1010561,992341,991825,989558,1011705,1016560,1009320,1009538,992551,1047293,1038502,929004,850441
2005/5/19,768370,739942,713937,726561,731014,813452,929302,1009741,990518,977273,974165,975247,985962,974489,989336,1007500,1014014,1019505,1033947,1048429,1108771,1045089,968894,857457
2005/5/20,788685,758883,743909,738731,772931,825814,966539,1040977,1037614,1033430,1061478,1070000,1035651,935385,879258,881568,881060,901961,909857,900972,915236,895661,829102,752789
2005/5/21,712408,661091,648142,648052,667835,688900,739183,800527,831886,848662,834224,810774,793212,776968,768277,766822,767834,775638,775510,773366,795495,790231,738148,677169
2005/5/22,627334,598000,594639,589023,583603,604241,640806,692829,761644,786619,783907,765250,764862,756764,750690,748827,767525,782431,788696,802460,848071,821294,749712,676185
2005/5/23,630544,624775,622087,622575,650310,708755,794946,858743,866560,862705,901178,902026,888369,847312,832639,820219,841567,873244,916751,944181,962428,917251,843699,750777
2005/5/24,718197,677823,671072,672072,690411,759194,856872,921081,910815,919042,927301,925174,895666,881544,875608,858564,865601,898310,925000,947196,948193,906473,833294,742718
2005/5/25,705570,682207,678804,683548,706183,773826,890511,950872,934206,924128,908061,902828,893072,894570,883289,887312,905798,939867,965461,964642,955102,921652,856524,771713
2005/5/26,724462,710882,695353,685975,709660,775859,877964,930216,898498,893883,911646,865583,878636,891972,887584,892999,898198,915971,913101,930869,942044,953440,865625,756738
2005/5/27,690044,665653,648393,646898,665373,723269,814061,890588,888106,902570,911916,914467,913377,934407,933686,928453,912655,919691,920116,893967,896637,897241,819009,732644
2005/5/28,670404,630122,604904,600472,603170,624252,650282,694819,735055,800148,827904,822664,824575,810204,789898,787642,801510,811683,804884,798671,805169,819757,762467,692365
2005/5/29,633930,595912,584567,574943,584186,584386,599278,669675,743106,776715,783649,785179,786114,770692,762802,767556,778121,795082,793927,784981,786560,801629,730936,667278
2005/5/30,606911,573039,564450,554275,558510,550013,572250,619483,693316,748544,782515,798643,791248,787102,784839,786488,793728,803942,805538,827648,860317,845877,751776,663985
2005/5/31,616023,597276,586181,588360,621199,679178,813144,879080,885025,889498,907872,909468,922641,945472,948525,943146,955865,950003,970561,968815,977164,971084,877731,759959
2005/6/1,721523,689599,674191,669523,690779,754848,847130,908355,898913,902886,923017,948812,960660,959599,962692,970858,979387,985663,971697,956552,974651,966814,867582,766233
2005/6/2,710400,681559,669366,663789,684966,745772,845730,898702,900793,897595,906245,908467,911638,910518,904312,898516,913571,918408,920479,920264,944923,920560,847608,750796
2005/6/3,722072,696055,685446,683011,702619,758241,865695,912606,901777,906834,914673,914404,898257,887732,883737,872643,886326,890478,884746,881653,892398,879128,822839,749911
2005/6/4,693229,653343,633605,623534,622110,643176,676625,728713,795111,831263,854877,867328,861660,876081,878177,888018,915737,924231,918621,905249,900979,903795,828458,750814
2005/6/5,685726,650589,630128,625652,625889,628963,637253,708657,788526,870718,925355,970769,1003215,1027986,1056950,1059934,1088177,1107381,1109816,1101910,1103453,1109552,995516,877230
2005/6/6,795325,756157,730827,721841,734122,778711,886073,972249,1041066,1128987,1219595,1250154,1281513,1321813,1302346,1277219,1280906,1265297,1247814,1222434,1228049,1191730,1066109,949047
2005/6/7,867585,825680,807818,792837,793405,838575,947147,1004577,1020939,1075854,1128784,1179648,1229247,1276992,1292744,1291432,1288317,1305604,1288865,1266307,1257052,1256057,1116974,996098
2005/6/8,909525,856802,826620,817033,823069,866157,961251,1021505,1069952,1121809,1185437,1252328,1298654,1335968,1341502,1311558,1311294,1335189,1355857,1330767,1319042,1293090,1173412,1036667
2005/6/9,953958,891051,868684,847217,858453,898638,990210,1078360,1096672,1156295,1224725,1271671,1293452,1299648,1265086,1233075,1233143,1271567,1224741,1188038,1176085,1154907,1052469,946599
2005/6/10,882146,826546,808058,794486,796714,840852,922969,996188,1026832,1088313,1156651,1193663,1217767,1259581,1284868,1274704,1222062,1202218,1190984,1167897,1154144,1145535,1053451,951025
2005/6/11,879781,836965,791528,774658,758797,760123,796815,877535,949734,1040734,1119232,1163547,1200707,1211515,1228627,1244115,1232225,1229608,1206001,1153683,1117050,1105383,1017469,918240
